51	601211	国泰君安	16.83	-1.69	-0.29	13.1万	88	16.82	16.84	17.08	-4.70	0.28	2.21亿	-0.18	17.08	 券商信托	17.17	16.81	17.08	17.12	2.10	1.13	72.41	4104	16.95	8.02万	5.04万	1.59	828	126	1.28	87.1亿	1467亿	47.3亿		797亿		-1.98		-4.70		0.72		1.49		
52	002202	金风科技	16.39	-1.68	-0.28	12.9万	1389	16.39	16.40	16.70	-8.54	0.46	2.14亿	-0.06	16.70	 输配电气	16.73	16.36	16.70	16.67	2.22	0.48	58.85	1486	16.54	7.45万	5.49万	1.36	177	99	2.73	35.6亿	583亿	28.0亿		460亿		-2.27		-6.45		3.30		5.25		
53	000039	中集集团	16.13	-1.59	-0.26	7.46万	437	16.12	16.13	16.40	-33.26	0.59	1.22亿	0.00	16.40	 金属制品	16.56	16.07	16.40	16.39	2.99	0.80	27.11	302	16.30	4.87万	2.59万	1.88	3	280	1.56	29.8亿	481亿	12.7亿		204亿		-2.06		-3.53		2.00		4.26		
54	600606	绿地控股	6.92	-1.56	-0.11	109万	1420	6.92	6.93	7.03	-1.37	3.38	7.46亿	0.00	7.03	 房地产	7.03	6.71	7.03	7.03	4.55	2.31	-16.49	-7495	6.86	65.0万	43.8万	1.48	1580	1.13万	1.31	122亿	842亿	32.2亿		223亿		-1.56		-5.21		5.33		10.69		
55	000776	广发证券	14.68	-1.54	-0.23	23.7万	5909	14.68	14.69	14.90	-6.35	0.40	3.49亿	0.00	14.90	 券商信托	14.98	14.61	14.90	14.91	2.48	1.32	77.95	1.15万	14.76	15.1万	8.60万	1.75	768	353	1.30	76.2亿	1119亿	59.2亿		869亿		-3.42		-6.50		0.98		1.91		
56	601238	广汽集团	18.16	-1.52	-0.28	4.59万	40	18.16	18.18	18.31	-26.48	0.11	8411万	-0.06	18.31	 汽车行业	18.55	18.14	18.31	18.44	2.22	0.95	24.35	267	18.32	2.75万	1.84万	1.49	193	68	1.81	72.9亿	1325亿	43.3亿		786亿		-1.41		-3.09		0.30		0.67		
57	600516	方大炭素	26.82	-1.51	-0.41	45.2万	103	26.82	26.83	27.02	-10.42	2.63	12.1亿	0.04	27.02	 材料行业	27.31	26.45	27.02	27.23	3.16	0.70	-53.04	-1956	26.77	26.4万	18.8万	1.41	39	471	5.78	17.9亿	480亿	17.2亿		461亿		-5.93		-9.24		10.02		21.28		
58	601333	广深铁路	4.58	-1.51	-0.07	23.0万	38	4.57	4.58	4.64	-19.57	0.41	1.05亿	0.44	4.64	 交运物流	4.65	4.54	4.64	4.65	2.37	1.36	-36.78	-1.14万	4.58	16.1万	6.90万	2.33	325	472	1.12	70.8亿	324亿	56.5亿		259亿		-0.43		-1.72		1.04		1.90		
59	600297	广汇汽车	6.73	-1.46	-0.10	17.7万	74	6.72	6.73	6.74	-15.59	0.74	1.19亿	0.30	6.74	 汽车行业	6.83	6.68	6.74	6.83	2.20	0.51	-1.62	-177	6.74	10.5万	7.25万	1.44	1303	26	1.54	81.4亿	548亿	23.9亿		161亿		-6.92		-7.30		3.02		7.98		
60	000568	泸州老窖	67.46	-1.45	-0.99	8.72万	579	67.45	67.46	68.50	-8.74	0.62	5.96亿	-0.06	68.50	 酿酒行业	69.26	67.30	68.50	68.45	2.86	1.23	46.21	134	68.38	4.87万	3.85万	1.27	128	31	6.04	14.6亿	988亿	14.0亿		946亿		4.35		2.41		1.90		3.15		
